0	0.99999
0.1	0.998841
0.2	0.99589
0.3	0.991433
0.4	0.98591
0.5	0.979846
0.6	0.973792
0.7	0.96827
0.8	0.963712
0.9	0.960434
1	0.958605
1.1	0.958246
1.2	0.959235
1.3	0.961326
1.4	0.964181
1.5	0.967409
1.6	0.970605
1.7	0.973394
1.8	0.975464
1.9	0.976603
2	0.976709
2.1	0.975799
2.2	0.973994
2.3	0.971506
2.4	0.968601
2.5	0.965578
2.6	0.962725
2.7	0.960302
2.8	0.958514
2.9	0.957494
3	0.957299
3.1	0.957909
3.2	0.959229
3.3	0.961104
3.4	0.963329
3.5	0.965674
3.6	0.967899
3.7	0.969777
3.8	0.971112
3.9	0.971756
4	0.971623
4.1	0.970694
4.2	0.969018
4.3	0.966705
4.4	0.963921
4.5	0.960865
4.6	0.957758
4.7	0.954822
4.8	0.95226
4.9	0.950245
5	0.948903
5.1	0.948308
5.2	0.948474
5.3	0.949357
5.4	0.950858
5.5	0.95283
5.6	0.95509
5.7	0.95743
5.8	0.959637
5.9	0.961506
6	0.962858
6.1	0.963554
6.2	0.963507
6.3	0.962692
6.4	0.961143
6.5	0.958956
6.6	0.956277
6.7	0.953291
6.8	0.950207
6.9	0.947238
7	0.944587
7.1	0.942432
7.2	0.940909
7.3	0.940104
7.4	0.94005
7.5	0.940719
7.6	0.942032
7.7	0.943858
7.8	0.946027
7.9	0.948341
8	0.950589
8.1	0.952567
8.2	0.954086
8.3	0.954995
8.4	0.955192
8.5	0.95463
8.6	0.953324
8.7	0.951349
8.8	0.948834
8.9	0.945951
9	0.942902
9.1	0.939897
9.2	0.937144
9.3	0.934828
9.4	0.933099
9.5	0.93206
9.6	0.931761
9.7	0.932194
9.8	0.933298
9.9	0.934957
10	0.937016
10.1	0.939285
10.2	0.941558
10.3	0.943628
10.4	0.945301
10.5	0.946415
10.6	0.946849
10.7	0.946539
10.8	0.945479
10.9	0.943725
11	0.941388
11.1	0.938626
11.2	0.935631
11.3	0.932612
11.4	0.929777
11.5	0.927319
11.6	0.9254
11.7	0.924137
11.8	0.923599
11.9	0.923796
12	0.924685
12.1	0.926167
12.2	0.9281
12.3	0.930305
12.4	0.932582
12.5	0.934724
12.6	0.936532
12.7	0.937834
12.8	0.938495
12.9	0.938433
13	0.937621
13.1	0.936096
13.2	0.933951
13.3	0.931329
13.4	0.928411
13.5	0.9254
13.6	0.922504
13.7	0.919923
13.8	0.917827
13.9	0.916351
14	0.915576
14.1	0.915535
14.2	0.916199
14.3	0.91749
14.4	0.919278
14.5	0.921398
14.6	0.923656
14.7	0.925847
14.8	0.92777
14.9	0.929243
15	0.930119
15.1	0.930298
15.2	0.929736
15.3	0.928449
15.4	0.92651
15.5	0.924046
15.6	0.921226
15.7	0.918245
15.8	0.915312
15.9	0.912628
16	0.910374
16.1	0.908695
16.2	0.907691
16.3	0.90741
16.4	0.907844
16.5	0.908931
16.6	0.910559
16.7	0.912573
16.8	0.914789
16.9	0.917006
17	0.919021
17.1	0.920646
17.2	0.921723
17.3	0.922136
17.4	0.921821
17.5	0.920775
17.6	0.919052
17.7	0.916762
17.8	0.91406
17.9	0.911133
18	0.908185
18.1	0.905419
18.2	0.903025
18.3	0.901158
18.4	0.899934
18.5	0.899417
18.6	0.899619
18.7	0.900494
18.8	0.901947
18.9	0.903837
19	0.905991
19.1	0.908211
19.2	0.910297
19.3	0.912055
19.4	0.913317
19.5	0.913952
19.6	0.913879
19.7	0.913076
19.8	0.911578
19.9	0.909476
20	0.90691
20.1	0.904058
20.2	0.901117
20.3	0.898292
20.4	0.895777
20.5	0.893737
20.6	0.892304
20.7	0.891556
20.8	0.891524
20.9	0.89218
21	0.893446
21.1	0.895196
21.2	0.897266
21.3	0.899469
21.4	0.901603
21.5	0.903473
21.6	0.904902
21.7	0.905748
21.8	0.905912
21.9	0.905352
22	0.904085
22.1	0.902183
22.2	0.899771
22.3	0.897014
22.4	0.894103
22.5	0.89124
22.6	0.888624
22.7	0.886429
22.8	0.884797
22.9	0.883826
23	0.88356
23.1	0.883992
23.2	0.88506
23.3	0.886653
23.4	0.888622
23.5	0.890784
23.6	0.892945
23.7	0.894906
23.8	0.896485
23.9	0.897526
24	0.897918
24.1	0.8976
24.2	0.896569
24.3	0.894878
24.4	0.892635
24.5	0.889992
24.6	0.887132
24.7	0.884255
24.8	0.881558
24.9	0.879226
0	0.99999
0.1	0.998841
0.2	0.99589
0.3	0.991433
0.4	0.98591
0.5	0.979846
0.6	0.973792
0.7	0.96827
0.8	0.963712
0.9	0.960434
1	0.958605
1.1	0.958246
1.2	0.959235
1.3	0.961326
1.4	0.964181
1.5	0.967409
1.6	0.970605
1.7	0.973394
1.8	0.975464
1.9	0.976603
2	0.976709
2.1	0.975799
2.2	0.973994
2.3	0.971506
2.4	0.968601
2.5	0.965578
2.6	0.962725
2.7	0.960302
2.8	0.958514
2.9	0.957494
3	0.957299
3.1	0.957909
3.2	0.959229
3.3	0.961104
3.4	0.963329
3.5	0.965674
3.6	0.967899
3.7	0.969777
3.8	0.971112
3.9	0.971756
4	0.971623
4.1	0.970694
4.2	0.969018
4.3	0.966705
4.4	0.963921
4.5	0.960865
4.6	0.957758
4.7	0.954822
4.8	0.95226
4.9	0.950245
5	0.948903
5.1	0.948308
5.2	0.948474
5.3	0.949357
5.4	0.950858
5.5	0.95283
5.6	0.95509
5.7	0.95743
5.8	0.959637
5.9	0.961506
6	0.962858
6.1	0.963554
6.2	0.963507
6.3	0.962692
6.4	0.961143
6.5	0.958956
6.6	0.956277
6.7	0.953291
6.8	0.950207
6.9	0.947238
7	0.944587
7.1	0.942432
7.2	0.940909
7.3	0.940104
7.4	0.94005
7.5	0.940719
7.6	0.942032
7.7	0.943858
7.8	0.946027
7.9	0.948341
8	0.950589
8.1	0.952567
8.2	0.954086
8.3	0.954995
8.4	0.955192
8.5	0.95463
8.6	0.953324
8.7	0.951349
8.8	0.948834
8.9	0.945951
9	0.942902
9.1	0.939897
9.2	0.937144
9.3	0.934828
9.4	0.933099
9.5	0.93206
9.6	0.931761
9.7	0.932194
9.8	0.933298
9.9	0.934957
10	0.937016
10.1	0.939285
10.2	0.941558
10.3	0.943628
10.4	0.945301
10.5	0.946415
10.6	0.946849
10.7	0.946539
10.8	0.945479
10.9	0.943725
11	0.941388
11.1	0.938626
11.2	0.935631
11.3	0.932612
11.4	0.929777
11.5	0.927319
11.6	0.9254
11.7	0.924137
11.8	0.923599
11.9	0.923796
12	0.924685
12.1	0.926167
12.2	0.9281
12.3	0.930305
12.4	0.932582
12.5	0.934724
12.6	0.936532
12.7	0.937834
12.8	0.938495
12.9	0.938433
13	0.937621
13.1	0.936096
13.2	0.933951
13.3	0.931329
13.4	0.928411
13.5	0.9254
13.6	0.922504
13.7	0.919923
13.8	0.917827
13.9	0.916351
14	0.915576
14.1	0.915535
14.2	0.916199
14.3	0.91749
14.4	0.919278
14.5	0.921398
14.6	0.923656
14.7	0.925847
14.8	0.92777
14.9	0.929243
15	0.930119
15.1	0.930298
15.2	0.929736
15.3	0.928449
15.4	0.92651
15.5	0.924046
15.6	0.921226
15.7	0.918245
15.8	0.915312
15.9	0.912628
16	0.910374
16.1	0.908695
16.2	0.907691
16.3	0.90741
16.4	0.907844
16.5	0.908931
16.6	0.910559
16.7	0.912573
16.8	0.914789
16.9	0.917006
17	0.919021
17.1	0.920646
17.2	0.921723
17.3	0.922136
17.4	0.921821
17.5	0.920775
17.6	0.919052
17.7	0.916762
17.8	0.91406
17.9	0.911133
18	0.908185
18.1	0.905419
18.2	0.903025
18.3	0.901158
18.4	0.899934
18.5	0.899417
18.6	0.899619
18.7	0.900494
18.8	0.901947
